base_L2@1s,base_L2@2s,base_L2@3s,base_avgL2@1s,base_avgL2@2s,base_avgL2@3s,base_coll@1s,base_coll@2s,base_coll@3s,base_cumColl@1s,base_cumColl@2s,base_cumColl@3s,base_meanColl@1s,base_meanColl@2s,base_meanColl@3s,base_status,command,got_L2@1s,got_L2@2s,got_L2@3s,got_avgL2@1s,got_avgL2@2s,got_avgL2@3s,got_beats_base,got_cand_cmd,got_cand_kin,got_cand_total,got_cand_vals,got_cand_wps,got_candidate_spread,got_coll@1s,got_coll@2s,got_coll@3s,got_cumColl@1s,got_cumColl@2s,got_cumColl@3s,got_fuse_feasible,got_fuse_n,got_meanColl@1s,got_meanColl@2s,got_meanColl@3s,got_minADE_C,got_n_candidates,got_oracle_L2@1s,got_oracle_L2@2s,got_oracle_L2@3s,got_oracle_avgL2@1s,got_oracle_avgL2@2s,got_oracle_avgL2@3s,got_pred,got_status,got_worst_candidate,mean_coll@1s,mean_coll@2s,mean_coll@3s,mean_cumColl@1s,mean_cumColl@2s,mean_cumColl@3s,mean_meanColl@1s,mean_meanColl@2s,mean_meanColl@3s,sample_token,scene,seed
0.02,1.0774,0.4701,0.1223,0.4298,0.5466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.02,1.0774,1.6149,0.1223,0.4298,0.7374,False,"[-0.0, -0.3916, -0.5875, -0.2611]","[-14.6244, -2010.324, -3749.8697, -178102.1895]","[6.4197, -1002005.9596, -1003745.5053, -1178097.8251]","[0.737, 1.066, 1.13, 9.242]","[[[3.1148, 0.0], [6.5412, 0.0], [9.682, 0.0], [12.8228, 0.0], [16.2492, 0.0], [19.39, 0.0]], [[3.1148, 0.0], [6.5412, 0.0], [9.682, 0.0], [12.8228, 0.0], [12.2517, 0.0], [16.2492, 0.7833]], [[3.1148, 0.0], [6.5412, 0.0], [9.682, 0.0], [12.8228, 0.0], [19.1045, -0.6527], [17.6768, -1.1749]], [[3.1148, 0.0], [6.5412, 0.0], [9.682, 0.0], [12.8228, 0.0], [13.3939, 0.5222], [69.6432, 0.5222]]]",3.5816,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,0.7374,4.0,0.02,1.0774,1.6149,0.1223,0.4298,0.7374,"[[3.115, 0.0], [6.541, 0.0], [9.682, 0.0], [12.823, 0.0], [16.249, 0.0], [19.39, 0.0]]",ok,9.2422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8135e2527da0405d9887a6a9b456586f,scene-0330,42
1.455,3.4445,6.755,0.9924,1.9288,3.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.455,3.4445,7.0378,0.9924,1.9288,3.3601,False,"[-0.5222, -0.718, -4.504, -5.1567]","[-55.7297, -819.9157, -962.4601, -25265.7062]","[5.8974, -1000815.6872, -1000958.2316, -1025261.4778]","[3.36, 2.588, 4.343, 5.29]","[[[2.2582, 0.0], [4.5424, 0.0], [6.5412, 0.0], [8.5399, 0.0], [11.1096, 0.0], [13.1083, 1.0444]], [[2.2582, 0.0], [4.5424, 0.0], [6.5412, 0.0], [8.5399, 0.0], [8.5399, -0.6527], [10.8241, 1.436]], [[2.2582, 0.0], [4.5424, 0.0], [6.5412, 0.0], [8.5399, 0.0], [10.253, -4.047], [14.2505, -9.0079]], [[2.2582, 0.0], [4.5424, 0.0], [6.5412, 0.0], [8.5399, 0.0], [14.536, 4.5692], [15.6781, -10.3134]]]",1.0177,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,2.5875,4.0,1.455,3.4445,4.8774,0.9924,1.9288,2.5875,"[[2.258, 0.0], [4.542, 0.0], [6.541, 0.0], [8.54, 0.0], [11.11, 0.0], [13.108, 1.044]]",ok,5.2902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89f10c1e72e34cd1b8fd94dda57dbe0e,scene-0330,42
5.1135,9.682,15.393,3.9714,6.327,8.8255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.1135,9.9675,16.2496,3.9714,6.327,8.9682,False,"[-0.0653, -0.6527, -2.611, -2.0235]","[-93.4515, -261.3277, -2477.2031, -3688.1114]","[5.5332, 4.8477, -1002473.929, -1003684.8373]","[8.968, 9.12, 9.402, 10.475]","[[[2.8293, 0.0], [5.1135, 0.0], [7.3977, 0.0], [9.9675, 0.0], [12.2517, 0.0], [16.2492, -0.1305]], [[2.8293, 0.0], [5.1135, 0.0], [7.3977, 0.0], [9.9675, 0.0], [13.6794, -0.1305], [15.6781, 1.3055]], [[2.8293, 0.0], [5.1135, 0.0], [7.3977, 0.0], [9.9675, 0.0], [15.107, 0.5222], [15.107, 5.222]], [[2.8293, 0.0], [5.1135, 0.0], [7.3977, 0.0], [9.9675, 0.0], [15.9636, 1.6971], [21.1032, -4.047]]]",0.5887,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,8.9682,4.0,5.1135,9.9675,16.2496,3.9714,6.327,8.9682,"[[2.829, 0.0], [5.113, 0.0], [7.398, 0.0], [9.968, 0.0], [12.252, 0.0], [16.249, -0.131]]",ok,10.4747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab857edfbfc94a369e6dce819fe16aec,scene-0330,42
1.9896,4.7251,6.9941,1.5567,2.749,4.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.9896,4.7251,6.9941,1.5567,2.6735,3.9884,True,"[-1.2402, -0.1958, -2.5457, -3.3943]","[-84.8893, -4847.0932, -5415.7035, -134299.591]","[3.7131, -1004844.5103, -1005413.1206, -1134297.0081]","[3.988, 2.444, 4.86, 6.433]","[[[1.1161, -0.1305], [1.9727, -0.2611], [2.8293, -0.3916], [4.5424, -1.3055], [5.9701, -1.8277], [6.5412, -2.4804]], [[1.1161, -0.1305], [1.9727, -0.2611], [2.8293, -0.3916], [4.5424, -1.3055], [0.8306, 0.0], [3.1148, -0.3916]], [[1.1161, -0.1305], [1.9727, -0.2611], [2.8293, -0.3916], [4.5424, -1.3055], [9.3964, -4.9609], [5.9701, -5.0914]], [[1.1161, -0.1305], [1.9727, -0.2611], [2.8293, -0.3916], [4.5424, -1.3055], [5.399, 16.5798], [7.9688, -6.7886]]]",1.4438,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,2.444,4.0,1.9896,4.7251,3.1389,1.5567,2.6735,2.444,"[[1.116, -0.131], [1.973, -0.261], [2.829, -0.392], [4.542, -1.305], [5.97, -1.828], [6.541, -2.48]]",ok,6.4334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,09361337f2bf4e819aac2a310481e62f,scene-0331,42
3.73,7.2538,10.2228,2.8539,4.7121,6.3772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,3.73,6.4588,10.2228,2.8539,4.5133,6.2446,True,"[-2.7415, -3.1985, -8.2899, -8.2899]","[-576.0153, -1419.6796, -8998.7806, -209412.0781]","[4.5463, -1001416.8289, -1008995.9299, -1209409.2273]","[6.245, 6.416, 7.985, 18.011]","[[[1.9727, -0.1305], [3.6858, -0.7833], [5.9701, -1.8277], [6.8267, -2.4804], [9.1109, -4.5692], [9.9675, -5.4831]], [[1.9727, -0.1305], [3.6858, -0.7833], [5.9701, -1.8277], [6.8267, -2.4804], [7.3977, -3.2637], [13.1083, -6.3969]], [[1.9727, -0.1305], [3.6858, -0.7833], [5.9701, -1.8277], [6.8267, -2.4804], [7.9688, 8.0941], [11.6807, 16.5798]], [[1.9727, -0.1305], [3.6858, -0.7833], [5.9701, -1.8277], [6.8267, -2.4804], [12.2517, 16.5798], [69.6432, 16.5798]]]",4.8666,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,6.2446,4.0,3.73,6.4588,10.2228,2.8539,4.5133,6.2446,"[[1.973, -0.131], [3.686, -0.783], [5.97, -1.828], [6.827, -2.48], [9.111, -4.569], [9.968, -5.483]]",ok,18.0111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d6f57f68244a4136aa87ae54bf0aaef1,scene-0331,42
1.2939,5.0666,11.8493,0.8472,2.4687,5.0131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,left,1.2939,5.0666,11.8493,0.8472,2.4687,5.0131,False,"[-3.329, -3.7859, -3.6554, 8.2899]","[-439.7616, -1082.8774, -1725.6632, -12159.6641]","[0.4865, 0.2642, -1001725.3587, -1012159.3595]","[5.013, 5.301, 5.233, 4.543]","[[[1.9727, -0.2611], [3.6858, -0.7833], [5.9701, -1.8277], [6.5412, -2.4804], [8.5399, -4.5692], [10.5386, -6.658]], [[1.9727, -0.2611], [3.6858, -0.7833], [5.9701, -1.8277], [6.5412, -2.4804], [9.1109, -5.222], [9.1109, -7.5719]], [[1.9727, -0.2611], [3.6858, -0.7833], [5.9701, -1.8277], [6.5412, -2.4804], [10.5386, -5.4831], [12.5373, -7.3108]], [[1.9727, -0.2611], [3.6858, -0.7833], [5.9701, -1.8277], [6.5412, -2.4804], [4.5424, 1.9582], [13.3939, 16.5798]]]",0.2967,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,4.5426,4.0,1.2939,5.0666,11.5667,0.8472,2.4687,4.5426,"[[1.973, -0.261], [3.686, -0.783], [5.97, -1.828], [6.541, -2.48], [8.54, -4.569], [10.539, -6.658]]",ok,5.3009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bb0abb64c37b49058b885392c22d3b29,scene-0331,42
0.4188,1.374,4.5867,0.2522,0.5601,1.7931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.4188,1.374,4.5867,0.2522,0.5601,1.7931,False,"[-0.0, -0.4569, -0.5875, -8.2899]","[-187.4814, -394.2745, -2229.1393, -40583.3214]","[4.9203, -1000390.6517, -1002225.5166, -1040579.6987]","[1.793, 0.884, 0.944, 5.259]","[[[2.2582, 0.0], [4.5424, 0.0], [7.6833, 0.0], [9.682, 0.0], [11.1096, 0.0], [14.2505, 0.0]], [[2.2582, 0.0], [4.5424, 0.0], [7.6833, 0.0], [9.682, 0.0], [12.8228, 0.1305], [19.1045, 0.9138]], [[2.2582, 0.0], [4.5424, 0.0], [7.6833, 0.0], [9.682, 0.0], [15.107, 0.1305], [15.6781, 1.1749]], [[2.2582, 0.0], [4.5424, 0.0], [7.6833, 0.0], [9.682, 0.0], [13.3939, -1.1749], [-2.8813, 16.5798]]]",1.7909,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,0.8837,4.0,0.4188,1.374,0.8427,0.2522,0.5601,0.8837,"[[2.258, 0.0], [4.542, 0.0], [7.683, 0.0], [9.682, 0.0], [11.11, 0.0], [14.25, 0.0]]",ok,5.2588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b3105c6e9a3a4a30bddd24b48b111d78,scene-0331,42
5.6955,11.9881,17.9853,4.3003,7.2156,10.2821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,4.8375,11.9881,17.9853,3.8713,7.1439,10.2343,True,"[-0.1305, -0.5222, -0.718, -0.0653]","[-337.8643, -10708.5609, -116715.7869, -346034.0972]","[4.0955, -1010706.1574, -1116713.3835, -1346031.6937]","[10.234, 10.19, 13.859, 14.707]","[[[3.1148, 0.0], [5.1135, 0.0], [9.1109, -0.1305], [12.2517, -0.1305], [15.107, -0.2611], [18.2479, -0.2611]], [[3.1148, 0.0], [5.1135, 0.0], [9.1109, -0.1305], [12.2517, -0.1305], [10.8241, -0.1305], [22.2453, -1.0444]], [[3.1148, 0.0], [5.1135, 0.0], [9.1109, -0.1305], [12.2517, -0.1305], [34.8086, 0.0], [20.2466, -1.436]], [[3.1148, 0.0], [5.1135, 0.0], [9.1109, -0.1305], [12.2517, -0.1305], [45.9443, -0.2611], [14.2505, -0.1305]]]",2.0574,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,10.1902,4.0,4.8375,11.9881,22.0052,3.8713,7.1439,10.1902,"[[3.115, 0.0], [5.113, 0.0], [9.111, -0.131], [12.252, -0.131], [15.107, -0.261], [18.248, -0.261]]",ok,14.7071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,097c7295f13a4746a2c46d036c21bd3e,scene-0332,42
6.9454,12.016,17.8493,5.2921,8.0969,10.7916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,6.6587,12.016,19.5642,5.006,7.9538,11.1728,False,"[-0.0653, -0.1305, -0.3264, -0.7833]","[-245.4167, -149.6433, -608.0654, -5969.7515]","[3.9391, 3.7457, 2.8608, -1005967.3547]","[11.173, 10.791, 10.888, 9.855]","[[[3.4003, 0.0], [7.1122, 0.0], [11.1096, -0.1305], [14.2505, -0.1305], [19.39, -0.3916], [25.1006, 0.1305]], [[3.4003, 0.0], [7.1122, 0.0], [11.1096, -0.1305], [14.2505, -0.1305], [18.8189, -0.1305], [23.3874, -0.2611]], [[3.4003, 0.0], [7.1122, 0.0], [11.1096, -0.1305], [14.2505, -0.1305], [19.6755, 0.1305], [23.1019, -0.6527]], [[3.4003, 0.0], [7.1122, 0.0], [11.1096, -0.1305], [14.2505, -0.1305], [20.2466, 0.1305], [16.2492, -1.5666]]]",0.4946,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,9.8553,4.0,6.6587,12.016,10.804,5.006,7.9538,9.8553,"[[3.4, 0.0], [7.112, 0.0], [11.11, -0.131], [14.25, -0.131], [19.39, -0.392], [25.101, 0.131]]",ok,11.1728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255afd1fb1a34c9ebc1a577e49fbccd4,scene-0332,42
1.2414,1.2806,1.0194,0.8755,1.0437,1.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.2414,1.2806,1.0194,0.8755,1.0437,1.0532,False,"[-0.1305, -0.1305, -0.1958, -0.0653]","[-16.3221, -1075.4072, -1175.4872, -2019.9045]","[4.1114, -1001072.7797, -1001172.8597, -1002017.2771]","[1.053, 1.47, 1.139, 2.474]","[[[4.2569, 0.0], [8.5399, 0.0], [12.5373, -0.1305], [16.8202, -0.1305], [20.8176, -0.1305], [24.8151, -0.2611]], [[4.2569, 0.0], [8.5399, 0.0], [12.5373, -0.1305], [16.8202, -0.1305], [23.1019, 0.1305], [25.1006, 0.2611]], [[4.2569, 0.0], [8.5399, 0.0], [12.5373, -0.1305], [16.8202, -0.1305], [19.39, -1.3055], [25.1006, 0.3916]], [[4.2569, 0.0], [8.5399, 0.0], [12.5373, -0.1305], [16.8202, -0.1305], [25.1006, -0.5222], [29.098, -0.1305]]]",0.5643,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,1.0532,4.0,1.2414,1.2806,1.0194,0.8755,1.0437,1.0532,"[[4.257, 0.0], [8.54, 0.0], [12.537, -0.131], [16.82, -0.131], [20.818, -0.131], [24.815, -0.261]]",ok,2.4736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d557b9adf90b44b0b128ceb13e23e386,scene-0332,42
0.9768,0.8238,1.7544,0.7208,0.6493,0.8084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.9768,0.8238,2.0332,0.7208,1.0026,1.0904,False,"[-0.0653, -0.3916, -0.7833, -0.0653]","[-231.6028, -26743.9524, -61193.0226, -64052.9155]","[6.9487, -1026739.3245, -1061188.3947, -1064048.2876]","[1.09, 2.342, 4.1, 3.185]","[[[4.2569, 0.0], [8.5399, 0.0], [12.5373, 0.0], [18.2479, 0.0], [23.3874, -0.1305], [26.5282, -0.1305]], [[4.2569, 0.0], [8.5399, 0.0], [12.5373, 0.0], [18.2479, 0.0], [32.8099, 0.6527], [28.5269, -0.7833]], [[4.2569, 0.0], [8.5399, 0.0], [12.5373, 0.0], [18.2479, 0.0], [39.0915, -1.0444], [33.6665, 1.5666]], [[4.2569, 0.0], [8.5399, 0.0], [12.5373, 0.0], [18.2479, 0.0], [9.9675, -0.2611], [29.6691, -0.1305]]]",1.1083,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,1.0904,4.0,0.9768,0.8238,2.0332,0.7208,1.0026,1.0904,"[[4.257, 0.0], [8.54, 0.0], [12.537, 0.0], [18.248, 0.0], [23.387, -0.131], [26.528, -0.131]]",ok,4.1003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87e52fd5dabd4c1fa075f42c0a89e72e,scene-0332,42
4.5443,9.3964,13.109,3.2585,5.6136,7.5887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,7.3977,10.2539,13.109,5.2563,7.6176,9.115,False,"[-0.0653, -0.0653, -0.0, -0.2611]","[-434.76, -995.5176, -6805.5722, -6827.6756]","[5.8647, 5.6812, -1006801.1305, -1006823.2338]","[9.115, 9.163, 9.642, 10.118]","[[[3.1148, 0.0], [7.3977, 0.0], [9.682, -0.6527], [10.253, -0.1305], [11.1096, -0.1305], [13.1083, -0.1305]], [[3.1148, 0.0], [7.3977, 0.0], [9.682, -0.6527], [10.253, -0.1305], [12.5373, 0.1305], [11.9662, -0.1305]], [[3.1148, 0.0], [7.3977, 0.0], [9.682, -0.6527], [10.253, -0.1305], [8.8254, 0.6527], [18.5334, 0.0]], [[3.1148, 0.0], [7.3977, 0.0], [9.682, -0.6527], [10.253, -0.1305], [16.2492, 0.6527], [13.9649, -0.5222]]]",0.4074,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,9.115,4.0,7.3977,10.2539,13.109,5.2563,7.6176,9.115,"[[3.115, 0.0], [7.398, 0.0], [9.682, -0.653], [10.253, -0.131], [11.11, -0.131], [13.108, -0.131]]",ok,10.1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418cbb70159341c1ada4f3ba1fb69713,scene-0344,42
5.1135,10.5394,15.3931,3.9714,6.4703,9.0163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.1135,10.5394,15.3931,3.9714,6.4703,9.0163,False,"[-0.0653, -0.3264, -0.1305, -0.6527]","[-92.1331, -103.4533, -2437.5155, -8149.5848]","[5.1878, 4.0415, -1002434.1189, -1008146.1882]","[9.016, 8.781, 9.826, 7.992]","[[[2.8293, 0.0], [5.1135, 0.0], [7.3977, -0.1305], [10.5386, -0.1305], [12.8228, -0.1305], [15.3926, -0.1305]], [[2.8293, 0.0], [5.1135, 0.0], [7.3977, -0.1305], [10.5386, -0.1305], [12.5373, -0.2611], [14.2505, -0.6527]], [[2.8293, 0.0], [5.1135, 0.0], [7.3977, -0.1305], [10.5386, -0.1305], [12.2517, 0.2611], [20.8176, -0.2611]], [[2.8293, 0.0], [5.1135, 0.0], [7.3977, -0.1305], [10.5386, -0.1305], [15.107, -0.6527], [6.8267, -1.3055]]]",0.6536,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,7.9921,4.0,5.1135,10.5394,6.9504,3.9714,6.4703,7.9921,"[[2.829, 0.0], [5.113, 0.0], [7.398, -0.131], [10.539, -0.131], [12.823, -0.131], [15.393, -0.131]]",ok,9.8258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eb9d7bc242d14e92a46c1037126cb204,scene-0344,42
5.1135,10.5394,15.9642,3.9714,6.4703,9.1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,6.2556,10.5394,15.9642,4.6852,6.8272,9.3494,False,"[-0.0653, -0.0653, -0.0653, -0.1305]","[-567.4244, -917.5288, -1400.8179, -13744.9382]","[3.4947, -1000915.2592, -1001398.5482, -1013742.6686]","[9.349, 8.74, 9.112, 6.593]","[[[3.1148, 0.0], [6.2556, 0.0], [7.3977, -0.1305], [10.5386, -0.1305], [12.8228, -0.1305], [15.9636, -0.1305]], [[3.1148, 0.0], [6.2556, 0.0], [7.3977, -0.1305], [10.5386, -0.1305], [12.5373, -1.1749], [12.5373, 0.1305]], [[3.1148, 0.0], [6.2556, 0.0], [7.3977, -0.1305], [10.5386, -0.1305], [14.2505, -0.3916], [13.1083, -0.1305]], [[3.1148, 0.0], [6.2556, 0.0], [7.3977, -0.1305], [10.5386, -0.1305], [4.2569, -0.3916], [7.9688, 0.2611]]]",1.0932,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,6.5928,4.0,6.2556,10.5394,7.9731,4.6852,6.8272,6.5928,"[[3.115, 0.0], [6.256, 0.0], [7.398, -0.131], [10.539, -0.131], [12.823, -0.131], [15.964, -0.131]]",ok,9.3494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113f0ef12c2d455ebd676580a8bb9d57,scene-0344,42
5.399,11.1104,17.3918,4.1141,6.7558,9.5873,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,ok,straight,5.399,11.1104,17.3918,4.1141,6.9699,9.73,False,"[-0.0653, -0.3264, -0.0653, -0.0653]","[-218.4597, -401.8037, -2659.4317, -1169485.8137]","[3.7663, 1.4565, -1002656.8219, -2169483.2039]","[9.73, 9.97, 10.634, 17.773]","[[[2.8293, 0.0], [5.399, 0.0], [8.5399, -0.1305], [11.1096, -0.1305], [13.1083, -0.1305], [17.3913, -0.1305]], [[2.8293, 0.0], [5.399, 0.0], [8.5399, -0.1305], [11.1096, -0.1305], [15.107, -0.1305], [16.8202, 0.6527]], [[2.8293, 0.0], [5.399, 0.0], [8.5399, -0.1305], [11.1096, -0.1305], [13.1083, -0.1305], [22.8163, -0.1305]], [[2.8293, 0.0], [5.399, 0.0], [8.5399, -0.1305], [11.1096, -0.1305], [69.6432, -0.5222], [9.1109, -0.1305]]]",3.334,0.0,0.0,1.0,0.0,0.0,1.0,True,"[1, 1, 1]",0.0,0.0,0.3333333333333333,9.73,4.0,5.399,11.1104,17.3918,4.1141,6.9699,9.73,"[[2.829, 0.0], [5.399, 0.0], [8.54, -0.131], [11.11, -0.131], [13.108, -0.131], [17.391, -0.131]]",ok,17.7728,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,23d04168ebfa4aabbd7ab5024c7f096f,scene-0344,42
5.399,10.5394,16.8207,4.2569,6.7558,9.5873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.399,9.1119,15.9642,4.2569,6.2559,9.1113,True,"[-0.0653, -0.0653, -0.4569, -1.0444]","[-749.9261, -9986.0111, -20584.7614, -37214.4283]","[5.5986, -1009982.4767, -1020581.2269, -1037210.8939]","[9.111, 9.54, 11.018, 20.538]","[[[3.1148, 0.0], [5.399, 0.0], [7.3977, 0.0], [9.1109, -0.1305], [13.6794, -0.1305], [15.9636, -0.1305]], [[3.1148, 0.0], [5.399, 0.0], [7.3977, 0.0], [9.1109, -0.1305], [17.3913, -0.2611], [14.8215, -0.1305]], [[3.1148, 0.0], [5.399, 0.0], [7.3977, 0.0], [9.1109, -0.1305], [21.3887, -0.1305], [19.6755, 0.9138]], [[3.1148, 0.0], [5.399, 0.0], [7.3977, 0.0], [9.1109, -0.1305], [28.5269, -0.2611], [69.6432, -2.0888]]]",4.6646,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,9.1113,4.0,5.399,9.1119,15.9642,4.2569,6.2559,9.1113,"[[3.115, 0.0], [5.399, 0.0], [7.398, 0.0], [9.111, -0.131], [13.679, -0.131], [15.964, -0.131]]",ok,20.5377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c525629d7b3749d8968b486bb5412adf,scene-0345,42
1.7381,1.4861,2.3821,1.2208,1.3436,1.5379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,2.8759,1.3141,2.267,2.0751,1.7278,1.7748,False,"[0.0653, 0.3264, -0.3264, -0.1305]","[-724.9526, -4849.8092, -12004.6525, -198822.0732]","[2.8672, -1004847.9179, -1012002.7612, -1198820.1819]","[1.775, 2.315, 3.76, 5.976]","[[[2.8293, 0.0], [6.2556, -0.1305], [6.8267, 0.0], [9.1109, 0.0], [11.1096, -0.1305], [13.1083, -0.1305]], [[2.8293, 0.0], [6.2556, -0.1305], [6.8267, 0.0], [9.1109, 0.0], [9.1109, 0.2611], [17.3913, -0.6527]], [[2.8293, 0.0], [6.2556, -0.1305], [6.8267, 0.0], [9.1109, 0.0], [19.39, -0.1305], [18.8189, 0.6527]], [[2.8293, 0.0], [6.2556, -0.1305], [6.8267, 0.0], [9.1109, 0.0], [36.2362, 0.5222], [14.536, 0.2611]]]",1.6255,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,1.7748,4.0,2.8759,1.3141,2.267,2.0751,1.7278,1.7748,"[[2.829, 0.0], [6.256, -0.131], [6.827, 0.0], [9.111, 0.0], [11.11, -0.131], [13.108, -0.131]]",ok,5.9757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d8866c75f88a4dbaa461260b81409544,scene-0345,42
1.3761,3.2651,6.1958,0.9915,1.8861,3.1834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,1.3761,3.2651,6.4027,0.9915,1.8861,3.2179,False,"[2.2846, 1.0444, 2.6763, 3.2637]","[-21.1615, -1187.3639, -3723.9558, -9405.7503]","[1.6607, -1001186.648, -1003723.2399, -1009405.0344]","[3.218, 3.643, 3.765, 3.383]","[[[2.2582, -0.1305], [4.5424, -0.3916], [6.8267, -0.9138], [9.1109, -1.9582], [11.1096, -3.1332], [13.6794, -4.5692]], [[2.2582, -0.1305], [4.5424, -0.3916], [6.8267, -0.9138], [9.1109, -1.9582], [9.682, -2.3499], [14.8215, -2.0888]], [[2.2582, -0.1305], [4.5424, -0.3916], [6.8267, -0.9138], [9.1109, -1.9582], [9.1109, -0.5222], [13.1083, -5.3525]], [[2.2582, -0.1305], [4.5424, -0.3916], [6.8267, -0.9138], [9.1109, -1.9582], [15.107, -3.9165], [8.5399, -6.5275]]]",0.2143,0.0,0.0,0.0,0.0,0.0,0.0,True,"[1, 1, 1]",0.0,0.0,0.0,3.2179,4.0,1.3761,3.2651,6.4027,0.9915,1.8861,3.2179,"[[2.258, -0.131], [4.542, -0.392], [6.827, -0.914], [9.111, -1.958], [11.11, -3.133], [13.679, -4.569]]",ok,3.7646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699e94e9f1cc4dffa7c58c00fd3a740f,scene-0345,42
